"","Year","State","CoC.Number","CoC.Name","Measures","Count"
"10155",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless",216
"10156",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless Individuals",153
"10157",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless People in Families",63
"10158",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10159",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",13
"10160",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",13
"10161",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Homeless Veterans",53
"10162",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Parenting Youth (Under 25)",4
"10163",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Parenting Youth Age 18-24",4
"10164",2016-01-01,"North Dakota","ND-500","North Dakota Statewide CoC","Unsheltered Parenting Youth Under 18",0
"10165",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Children of Parenting Youth",26
"10166",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Chronically Homeless",7
"10167",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Chronically Homeless Individuals",7
"10168",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Chronically Homeless People in Families",0
"10169",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Homeless Individuals",284
"10170",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Homeless People in Families",267
"10171",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Homeless Unaccompanied Children (Under 18)",12
"10172",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Homeless Unaccompanied Young Adults (Age 18-24)",32
"10173",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Homeless Unaccompanied Youth (Under 25)",44
"10174",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Homeless Veterans",13
"10175",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Parenting Youth (Under 25)",21
"10176",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Parenting Youth Age 18-24",21
"10177",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Parenting Youth Under 18",0
"10178",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Children of Parenting Youth",26
"10179",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Chronically Homeless",6
"10180",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Chronically Homeless Individuals",6
"10181",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Chronically Homeless People in Families",0
"10182",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless",539
"10183",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless Individuals",272
"10184",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless People in Families",267
"10185",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless Unaccompanied Children (Under 18)",12
"10186",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",32
"10187",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",44
"10188",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Homeless Veterans",12
"10189",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Parenting Youth (Under 25)",21
"10190",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Parenting Youth Age 18-24",21
"10191",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Sheltered Parenting Youth Under 18",0
"10192",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Total Homeless",551
"10193",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Children of Parenting Youth",0
"10194",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Chronically Homeless",1
"10195",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Chronically Homeless Individuals",1
"10196",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Chronically Homeless People in Families",0
"10197",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless",12
"10198",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless Individuals",12
"10199",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless People in Families",0
"10200",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10201",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"10202",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"10203",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Homeless Veterans",1
"10204",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Parenting Youth (Under 25)",0
"10205",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Parenting Youth Age 18-24",0
"10206",2016-01-01,"Nebraska","NE-500","Nebraska Balance of State CoC","Unsheltered Parenting Youth Under 18",0
"10207",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Children of Parenting Youth",7
"10208",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Chronically Homeless",200
"10209",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Chronically Homeless Individuals",167
"10210",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Chronically Homeless People in Families",33
"10211",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Homeless Individuals",1110
"10212",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Homeless People in Families",399
"10213",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Homeless Unaccompanied Children (Under 18)",8
"10214",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Homeless Unaccompanied Young Adults (Age 18-24)",117
"10215",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Homeless Unaccompanied Youth (Under 25)",125
"10216",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Homeless Veterans",134
"10217",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Parenting Youth (Under 25)",5
"10218",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Parenting Youth Age 18-24",5
"10219",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Parenting Youth Under 18",0
"10220",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Children of Parenting Youth",7
"10221",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Chronically Homeless",168
"10222",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Chronically Homeless Individuals",135
"10223",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Chronically Homeless People in Families",33
"10224",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless",1452
"10225",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless Individuals",1053
"10226",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless People in Families",399
"10227",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless Unaccompanied Children (Under 18)",8
"10228",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",117
"10229",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",125
"10230",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Homeless Veterans",128
"10231",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Parenting Youth (Under 25)",5
"10232",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Parenting Youth Age 18-24",5
"10233",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Sheltered Parenting Youth Under 18",0
"10234",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Total Homeless",1509
"10235",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Children of Parenting Youth",0
"10236",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Chronically Homeless",32
"10237",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Chronically Homeless Individuals",32
"10238",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Chronically Homeless People in Families",0
"10239",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless",57
"10240",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless Individuals",57
"10241",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless People in Families",0
"10242",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10243",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"10244",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"10245",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Homeless Veterans",6
"10246",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Parenting Youth (Under 25)",0
"10247",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Parenting Youth Age 18-24",0
"10248",2016-01-01,"Nebraska","NE-501","Omaha/Council Bluffs CoC","Unsheltered Parenting Youth Under 18",0
"10249",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Children of Parenting Youth",11
"10250",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Chronically Homeless",26
"10251",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Chronically Homeless Individuals",26
"10252",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Chronically Homeless People in Families",0
"10253",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Homeless Individuals",486
"10254",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Homeless People in Families",208
"10255",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Homeless Unaccompanied Children (Under 18)",20
"10256",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Homeless Unaccompanied Young Adults (Age 18-24)",49
"10257",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Homeless Unaccompanied Youth (Under 25)",69
"10258",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Homeless Veterans",72
"10259",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Parenting Youth (Under 25)",8
"10260",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Parenting Youth Age 18-24",8
"10261",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Parenting Youth Under 18",0
"10262",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Children of Parenting Youth",11
"10263",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Chronically Homeless",22
"10264",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Chronically Homeless Individuals",22
"10265",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Chronically Homeless People in Families",0
"10266",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless",662
"10267",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless Individuals",454
"10268",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless People in Families",208
"10269",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless Unaccompanied Children (Under 18)",20
"10270",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless Unaccompanied Young Adults (Age 18-24)",49
"10271",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless Unaccompanied Youth (Under 25)",69
"10272",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Homeless Veterans",71
"10273",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Parenting Youth (Under 25)",8
"10274",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Parenting Youth Age 18-24",8
"10275",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Sheltered Parenting Youth Under 18",0
"10276",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Total Homeless",694
"10277",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Children of Parenting Youth",0
"10278",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Chronically Homeless",4
"10279",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Chronically Homeless Individuals",4
"10280",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Chronically Homeless People in Families",0
"10281",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless",32
"10282",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless Individuals",32
"10283",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless People in Families",0
"10284",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless Unaccompanied Children (Under 18)",0
"10285",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless Unaccompanied Young Adults (Age 18-24)",0
"10286",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless Unaccompanied Youth (Under 25)",0
"10287",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Homeless Veterans",1
"10288",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Parenting Youth (Under 25)",0
"10289",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Parenting Youth Age 18-24",0
"10290",2016-01-01,"Nebraska","NE-502","Lincoln CoC","Unsheltered Parenting Youth Under 18",0
"10291",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Children of Parenting Youth",36
"10292",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Chronically Homeless",213
"10293",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Chronically Homeless Individuals",164
"10294",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Chronically Homeless People in Families",49
"10295",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Homeless Individuals",443
"10296",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Homeless People in Families",227
"10297",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Homeless Unaccompanied Children (Under 18)",1
"10298",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Homeless Unaccompanied Young Adults (Age 18-24)",42
"10299",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Homeless Unaccompanied Youth (Under 25)",43
"10300",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Homeless Veterans",25
"10301",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Parenting Youth (Under 25)",12
"10302",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Parenting Youth Age 18-24",11
"10303",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Parenting Youth Under 18",1
"10304",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Sheltered Children of Parenting Youth",34
"10305",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Sheltered Chronically Homeless",173
"10306",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Sheltered Chronically Homeless Individuals",126
"10307",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Sheltered Chronically Homeless People in Families",47
"10308",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Sheltered Homeless",594
"10309",2016-01-01,"New Hampshire","NH-500","New Hampshire Balance of State CoC","Sheltered Homeless Individuals",371
